溶解氧,水温,pH,电导率,浊度,高锰酸盐指数,氨氮,总氮
6.93,20.6,6.86,162.3,16.9,3.422112483,0.196,2.46
6.96,20.5,6.91,165.8,14.4,3.260356653,0.216,2.47
7.24,20.6,6.93,167.1,13.2,3.2,0.161,2.36
7.62,20.6,7.05,153.1,14.7,3.26,0.161,2.35
7.57,20.5,7.01,155.1,14.4,3.19,0.163,2.32
7.53,20.5,7.02,155.6,14.2,3.38,0.151,2.28
7.52,20.5,7.05,155.4,14.5,2.97,0.019,2.25
7.7,20.7,7.04,153.9,14.73829114,3.07,0.001,2.24
7.8,21.1,7.06,153.6,15.1,3.1,0.005,2.3
7.59,21.3,7.05,156.6,16.7,3.03,0,2.28
7.29,21.4,7.02,157.9,12.1,2.9,0.011,2.24
7.3,21.4,7.01,152.1,21.1,3.2,0.019,2.37
7.19,21.5,6.98,151.5,27,3.55,0.152,2.57
7.45,22.2,7.02,153.7,19,3.48,0.166,2.44
7.42,22.7,7.01,156,15.4,3.4,0.163,2.3
7.06,22.7,6.99,157.1,13.4,3.31,0.006,2.25
6.87,22.5,7,159.4,11.9,2.95,0,2.12
6.99,22.3,7.01,158.9,14.2,3.51,0.022,2.18
7.43,21.8,6.99,144.3,17.77132747,5.02,0.18,3.31
7.19,21.7,6.85,133.8,22.4242434,6.23,0.321,4.18
7.26,22.2,6.76,132.5,27.0814956,5.97,0.267,3.75
7.28,22.5,6.79,131.2,30.66583187,5.22,0.192,3.1
7.15,22.5,6.84,135.2,32.1,4.39,0.159,2.66
7.05,22.4,6.88,141.5,25.6,3.93,0.015,2.47
6.99,22.4,6.91,147.8,20.8,3.79,0.183,2.35
7.4,23,6.96,148.5,17.2,3.2,0.016,2.27
7.45,23.7,6.99,151.7,14.7,4.04,0.0185,2.31
7.28,23.9,7.01,152.6,13.7,3.61,0.021,2.35
6.87,23.7,7,155.9,14.3,3.42,0.007,2.29
6.73,23.6,6.99,156.2,13.3,3.17,0.014,2.31
6.75,23.5,7,155.3,19.5,3.03,0.022,2.24
7.14,23.8,7.03,154.1,10.6,2.77,0.004,2.21
7.48,24.9,7.06,155.7,11.6,2.92,0.004,2.3
7.21,25.1,7.08,153.1,10.8,3.04,0.003,2.17
6.63,25,7.03,157.1,11.7,3.08,0.018,2.19
6.73,24.9,7.03,151.9,20.2,3.51,0.006,2.34
6.68,24.8,6.9,134.3,24.00470374,5.81,0.095,3.36
6.5,24.8,6.84,140.3,26.97640333,6.28,0.206,3.55
6.55,25.1,6.76,132.4,28.90990125,6.28,0.139,3.33
6.38,25.4,6.77,136.7,29.6,5.6,0.133,2.81
6.34,25.2,6.82,145.6,21.1,4.96,0.096,2.54
6.35,24.9,6.86,151.8,17.3,4.46,0.011,2.38
6.4,24.7,6.87,156.6,16.2,4.32,0.013,2.38
7.02,25.6,6.94,159.5,14.3,3.94,0.008,2.27
7.36,26.9,7.01,162.9,11.9,3.88,0.011,2.22
6.92,27,7.01,167.3,10.8,3.72,0.015,2.18
6.14,26.4,6.98,177.7,15.4,3.48,0.008,2.17
5.93,26,6.99,179.5,12.9,3.35,0.017,2.12
5.89,25.7,6.99,180.6,10.9,3.24,0.015,2.1
6.37,25.7,7.04,181.3,10.8,3.09,0.007,2.14
6.82,25.7,7.09,179.4,9.9,3.1,0.015,2.13
6.49,25.5,7.07,179.4,10.2,3.19,0,2.12
6.76,25.2,7.05,151.2,28.4,3.62,0,2.52
6.28,24.7,7.03,168.7,13.6,3,0.013,2.14
6.33,24.3,7.07,173.9,12.1,3.13,0.011,2.07
6.85,23.9,7.09,162.6,19.1,3.21,0.013,2.31
6.94,23.5,7.03,156.6,25.10932942,5.53,0.226,3.27
6.66,23.2,6.86,144.7,30.90551504,6.94,0.343,3.78
6.64,23.1,6.75,132.4,35.27394314,6.34,0.239,3.37
6.41,22.9,6.81,132.2,37,5.53,0.238,3.03
6.36,22.9,6.84,137.7,28.8,5.272764599,0.258,2.92
6.68,23.5,6.85,140.3,26.2,5.05441721,0.178,2.76
6.91,24.5,6.91,143,20.4,4.870367127,0.132,2.57
6.65,24.9,6.94,143.9,15.3,4.716023645,0.09,2.43
6.1,24.7,6.92,154.7,13,4.586796059,0.095,2.44
6.19,24.6,6.95,156.5,13.7,4.478093664,0.011,2.34
6.26,24.5,6.97,157.2,13.4,4.385325753,0.006,2.26
6.67,24.8,7.01,159.3,10.9,4.303901622,0.006,2.19
6.88,25.1,7.05,162.8,10.9,4.229230566,0.016,2.17
6.6,25.1,7.06,170.7,11.7,4.156721878,0.017,2.11
6.01,25,7.01,177.1,10.5,4.081784854,0,2.14
5.91,24.9,7,177.4,12.7,3.999828788,0.005,2.18
5.84,24.8,6.99,178.5,12,3.906262975,0.004,2.21
6.29,24.8,7.02,173.2,10.9,3.79649671,0.101,2.23
6.68,25.1,7.06,170.3,10.1,3.665939286,0.012,2.18
6.57,25.1,7.07,169.6,10.5,3.51,0.004,2.16
6.66,24.9,6.94,163.4,13.1,3.3,0.006,2.19
6.67,24.7,6.93,163,13.9,3.71,0.08,2.23
6.61,24.5,6.94,161,19.1,4.26,0.1,2.32
6.69,24.7,6.93,160.7,23.7,5,0.127,2.52
6.59,25,6.9,159.7,36.4,4.985672669,0.154,2.94
6.63,24.93333333,6.872199444,156.8469969,36.27187478,4.944491525,0.161105293,2.936291416
6.73,24.76666667,6.84303751,151.8877116,35.8611104,4.879157839,0.166712553,2.92502142
6.86,24.55,6.815375399,145.9927567,35.1281238,4.792372881,0.170913717,2.905973646
6.99,24.33333333,6.792074311,140.3327447,34.03333191,4.686837924,0.173800721,2.878931728
7.09,24.16666667,6.775995444,136.0782883,32.53715167,4.565254237,0.175465503,2.843679302
7.13,24.1,6.77,134.4,30.6,4.430323093,0.176,2.8
7.05,24.2,6.81,142.1,21.3,4.284745763,0.136,2.629194352
6.97,23.9,6.84,143,17.2,4.131223517,0.118,2.41
6.88,23.7,6.86,145.8,14.2,3.972457627,0.092,2.29
6.7,23.4,6.88,153,13,3.811149364,0.131,2.31
7.22,24.6,6.92,157.7,11.5,3.65,0.004,2.16
7.64,26,7,164.4,10.6,3.44,0.013,2.08
7.17,25.9,6.99,165,9.8,3.22,0.015,2.02
6.79,25.3,6.94,149.5,12.5,3.49,0.012,2.14
6.57,25,6.93,154.1,10.1,3,0.016,2.03
6.56,24.7,6.94,159.6,11.3,3.17,0.004,2.02
7.16,25.8,6.99,164.6,13.6,3.11,0.004,2.01
7.83,27.2,7.08,169.5,8.6,3,0.008,1.9
7.12,27.2,7.05,171.3,9.3,3.15,0.003,1.92
6.27,26.4,6.99,175.1,8.8,3.13,0.007,1.94
5.95,25.9,6.97,173.2,9.3,3.02,0.006,1.94
6.52,25.8,6.99,160.2,10.6,3.3,0.004,1.97
7.28,26.8,7.04,158.9,9.8,3.06,0.006,1.9
7.89,28.2,7.12,158.5,8.5,2.77,0.018,1.8
7.42,28.2,7.11,168.1,8.4,2.86,0.008,1.77
6.41,27.3,7.01,162.7,8,2.66,0.015,1.76
5.82,26.6,6.94,159.9,9,2.79,0.019,1.76
6.22,26.6,6.93,147.8,10.7,2.56,0.008,1.75
7.24,27.6,6.9,120.3,12.3,2.55,0.009,1.69
7.76,28.8,7.02,145.2,8.2,2.79,0,1.58
7.35,28.9,7.05,158.5,9.4,3.07,0.006,1.67
6.66,28.4,7.04,188,9.5,2.7,0.006,1.7
5.62,27.5,6.95,194.5,9.7,2.99,0.006,1.76
5.59,27.4,6.93,194.4,11.3,2.58,0.012,1.79
6.054074074,27.81481481,6.974074074,194.9595147,11.36047383,2.656997085,0.013133903,1.785359477
6.915925926,28.58518519,7.055925926,196.385696,11.39134803,2.855568513,0.013789174,1.774052288
7.38,29,7.1,198.3,11.4,3.127084548,0.014,1.76
6.49,28.4,7.05,201.7,9,3.422915452,0.011,1.74
5.39,27.6,6.97,209.2,9.7,3.694431487,0.013,1.73
5.49,27.5,6.97,210.8,9.6,3.893002915,0.013,1.74
6.46,28.2,7.04,206.4,9.6,3.97,0,1.72
7.39,28.8,7.1,194,10.1,2.44,0.005,1.69
7.27,28.6,7.1,188.1,9.2,2.85,0.007,1.66
6.12,27.7,7,191.3,10.6,2.92,0.006,1.69
5.54,27.3,6.96,193.6,12.7,3.16,0.006,1.74
5.76,27.2,6.96,187.6,10.4,2.81,0.015,1.68
6.74,28,7.04,186.3,8.7,2.82,0.007,1.67
8.05,29.1,7.18,187.1,7.6,2.72,0.017,1.64
7.52,29.1,7.17,194,8.2,3.2,0.009,1.68
6.33,28.5,7.07,200.5,8.8,2.86,0,1.77
5.55,27.8,6.97,192.5,12,3,0.009,1.81
5.67,27.7,6.96,189.7,11.4,2.93,0.003,1.76
6.94,28.4,6.99,160.7,9.7,3.2,0.013,1.6
7.69,29.2,7.05,165.5,8.1,2.72,0.013,1.56
7.18,29,7.03,167.7,10.3,3.08,0.017,1.65
6.03,28.3,6.91,171.9,11.2,3.29,0.001,1.68
5.53,27.9,6.86,177.7,12.2,3.07,0.006,1.71
5.46,27.8,6.86,184.2,8.7,3.041245406,0.019,1.7
6.39,28.8,6.89,169.5,9.9,3.022566625,0.011,1.75
7.39,29.3,6.95,167.3,6.9,3.011414776,0.006,1.72
7.19,29.4,6.98,167.1,7.5,3.005240979,0.009,1.62
6.51,28.9,6.96,180.8,7.5,3.001496354,0.004,1.66
5.42,28.3,6.86,183.7,9.3,2.997632021,0.006,1.73
5.45,28.2,6.88,188.7,8.6,2.991099099,0.001,1.76
6.32,28.7,6.94,180.3,8.7,2.979348708,0.014,1.7
7.25,29.2,7.04,178.7,6.8,2.959831969,0.005,1.625
6.8,29,7.13,174.7,6.9,2.93,0.001,1.58
6.16,28.8,7.05,174.6,8.6,2.6,0.017,1.59
5.18,28.2,6.96,176.2,11.6,3,0.01,1.74
5.2,28,6.97,185.4,10.4,2.87,0.006,1.69
5.96,28.4,7.03,181,10.1,2.95,0.002,1.65
6.92,29,7.15,189.4,8.4,3.04,0.017,1.64
6.58,28.8,7.12,192.8,9.2,2.92,0.008,1.7
5.97,28.5,7.06,196.2,10.4,3.03,0.011,1.75
4.84,28,6.97,201.1,10.3,2.94,0.008,1.78
4.78,27.7,6.94,204,8.5,2.84,0.006336769,1.75
6.16,28.4,7.01,196.5,24.5,3.48,0.00481117,1.97
7,29,7.1,189,9.3,3.17,0.003449136,1.74
6.95,29.1,7.12,187.1,8.4,3.16,0.002276596,1.68
6.44,28.9,7.07,185.2,8.5,3.14,0.001319481,1.74
5.34,28.3,6.95,189.2,8.3,2.84,0.000603723,1.81
5.36,27.9,6.93,192.2,9.2,2.856598011,0.000155253,1.83
6.42,28.8,6.99,182.9,9,2.901193182,0,1.76
7.24,29.6,7.09,182.8,6.5,2.965987216,0.018,1.75
7.02,29.8,7.08,182.9,7.4,3.043181818,0.01,1.77
6.32,29.8,7.01,192.1,7.3,3.124978693,0.014,1.88
5.1,29.3,6.9,193.5,8.8,3.203579545,0.001,1.93
4.82,29,6.86,195.8,7.6,3.27118608,0.012,1.94
6,29.7,6.93,183.6,7.4,3.32,0.019,1.88
6.74,30.1,7.02,186.6,6,3.35,0.001,1.87
6.7,30,7.04,183.7,6.7,3.46,0.005,1.83
6.18,29.8,6.99,180.6,8.1,3.12,0.009,1.87
5.32,29.5,6.91,186.1,8.4,3.39,0.017,1.83
4.7,29.2,6.86,188.3,8,3.416096002,0.01,1.8
5.72,29.5,6.94,186.1,7.3,3.438206101,0.002,1.78
6.67,30.2,7.01,176.7,6.4,3.456646472,0.007,1.68
6.5,30.1,7.03,180,7.3,3.471733287,0.01,1.72
6.05,29.9,6.98,177,8.1,3.48378272,0.005,1.76
5.23,29.6,6.9,178.6,8.2,3.493110945,0.002,1.83
4.62,29.3,6.86,180.8,6.9,3.500034133,0.011,1.81
5.97,30.1,6.97,183.3,9.4,3.50486846,0.012,1.82
6.58,30.7,7.04,181.3,7.6,3.507930098,0.005,1.76
6.49,30.6,7.05,186,7.7,3.50953522,0.011,1.765135135
5.93,30.2,7.01,185.6,8.8,3.51,0.017,1.78
5.51,29.6,6.97,181.3,13.2,3.49,0.003,1.86
4.34,29,6.92,197.7,12.5,3.83,0.161,1.912013963
4.72,28.8,6.92,195.4,10,3.65,0.012,1.96
5.84,29.1,6.97,192,12.1,4.12,0.124,2.02
5.42,28.7,6.98,200.9,12.2,4.32,0.216,2.3
4.66,28,6.9,200.7,14.2,4.42,0.275,2.42
4.39,27.6,6.85,204.2,12.1,4.41,0.478,2.53
4.49,27.3,6.83,201.1,10.9,4.55,0.457,2.44
5.34,27.8,6.85,191.8,8.4,4.9,0.371,2.33
6.38,28.8,6.91,179.9,7.5,4.86,0.269,2.22
6.76,28.4,6.27,153.9,17.5,5.09,0.187,2.24
5.85,28.4,6.94,149.6,10.9,4.67,0.217,2.16
4.82,27.9,6.87,152.4,9.6,4.25,0.219,2.14
4.73,27.7,6.86,151.5,7.7,4.14,0.206,2.07
5.83,28.4,6.94,155,8.6,4.23,0.147,2.02
6.67,29.2,7.02,158.4,7.2,4.18,0.094,1.94
6.65,29.1,7.05,160,7.4,4.11,0.007,1.92
6.06,28.8,6.99,160.6,8.7,3.87,0.007,1.96
5.19,28.4,6.92,159,8.9,4.24,0.097,1.95
4.59,28,6.87,162.4,7.8,3.85,0.095,1.97
5.43,28.3,6.93,169.9,7.4,4.18,0.012,1.98
6.59,29.8,7.07,182.1,5.6,3.59,0.019,2.02
6.52,29.6,7.09,186.8,7.3,4,0.002,2.06
6.4,29.6,7.09,188.5,9.4,3.87,0.018,2.16
5.53,29.2,6.99,188.5,8.8,3.88,0,2.12
4.5,28.8,6.95,205.5,7,3.72,0.012,2.22
5.48,29.4,7.02,204.5,6.7,3.52,0.007,2.19
6.44,30.5,7.09,203.7,5.4,3.56,0,2.12
6.4,30.2,7.1,200.9,6,3.64,0.006,2.11
6.03,29.9,7.08,202,6.5,3.95,0,2.14
4.89,29.5,7,201.9,7.2,3.92,0.006,2.13
4.11,28.9,6.93,200.4,7.2,3.54,0.005,2.12
5.23,29.4,6.98,193.8,6.3,3.83,0.004,2.08
6.08,29.9,7.02,191.1,18,4.05,0.015,2.27
6.05,29.9,7.03,189.1,7.3,3.95,0.005,2.14
6.17,29.8,7.08,192.1,12.6,3.71,0.086,2.2
5.48,28.6,6.95,173.7,32.9,5.9,0.319,3.05
5.82,28.1,6.92,156.9,33.6,5.9,0.433,3.06
5.83,27.8,6.84,146.8,39,7.18,0.544,3.38
6.04,28.2,6.76,144.3,36.9,6.97,0.608,3.6
5.67,28.1,6.74,146.3,26.9,6.96,0.663,3.45
5.44,27.8,6.77,146.4,21.9,5.64,0.592,3.12
4.97,27.6,6.76,152.2,20.7,5.72,0.618,3.15
4.66,27.6,6.78,165.3,16.2,5.8,0.612,3.04
4.68,27.9,6.83,180.2,11.6,5.49,0.495,2.86
5.48,28.1,6.88,168.9,15.5,5.69,0.389,2.73
5.83,27.3,6.79,125.3,28.84165561,6.82,0.389,3.82
5.48,27,6.72,127.4,39.4,6.25,0.358,3.32
5.24,26.9,6.78,142.8,25.4,5.86,0.323,2.88
5.02,26.9,6.84,164.1,22,5.89,0.302,2.8
5.64,27.1,6.87,174.3,18.9,5.17,0.256,2.7
5.71,27.6,6.85,148.7,27,5.52,0.24,2.9
5.69,27.4,6.86,139,24.9,5.2,0.221,2.74
6.01,26.8,6.85,128.7,37.7,5.36,0.207,3.16
5.52,26.6,6.67,116.9,38.07159825,8.01,0.282,4.38
5.29,26.2,6.53,101.4,38.3400902,7.46,0.253,4.76
5.07,25.9,6.58,96.9,38.52132611,8.32,0.012,6.05
5.44,25.9,6.61,98.5,38.63115621,7.699668616,0.016,5.44
6.2,26.1,6.74,123.9,38.68543076,6.468226121,0.154,3.7
6.26,26.2,6.8,134.4,38.7,5.57,0.193,3.152917677
6.26,26.1,6.82,139.5,26.5,5.27,0.274,2.89
6.39,26,6.85,141.1,24.7,4.77,0.254,2.8
6.25,25.9,6.87,144.1,23.5,4.56,0.301,2.89
6.52,26.1,6.88,146.6,33.6,4.98,0.285,3.11
6.53,26,6.81,134.8,34.49025084,5.85,0.142,3.27
6.44,25.8,6.78,113.6,35.17614204,6.27,0.081,3.47
6.41,25.9,6.74,120.7,35.68223921,5.72,0.137,3.1
6.6,25.3,6.78,113.9,36.03310798,5.09,0.084,3.12
6.66,25.6,6.76,117.8,36.25331396,4.97,0.103,2.99
6.83,25.6,6.79,114.4,36.36742276,4.65,0.081,2.84
6.75,25.8,6.81,120.5,36.4,4.33,0.088,2.76
6.59,25.8,6.82,129,27.2,4.25,0.105,2.66
6.51,25.9,6.81,134.9,22.1,4.12,0.127,2.58
6.49,25.8,6.83,139.1,20.3,3.86,0.117,2.5
6.65,26.3,6.85,142.2,16.9,3.7,0.121,2.44
6.62,26.7,6.88,144.5,18.4,3.56,0.108,2.43
6.47,26.4,6.89,146.6,18.4,3.56,0.104,2.47
6.38,26.2,6.88,146.7,18,3.86,0.109,2.45
6.48,25.9,6.8,121.6,19.16296296,6.57,0.104,4.02
6.1,25.8,6.62,115.9,22.07037037,7.14,0.152,4.56
6,25.9,6.54,114.7,25.85,6.97,0.168,4.12
6.04,26.2,6.59,104.6,29.62962963,6.26,0.014,4.06
6.09,26.5,6.63,117.8,32.53703704,5.25,0.111,3.25
6.17,26.3,6.72,128.9,33.7,4.51,0.111,2.89
6.1,26.1,6.78,135.2,33.5,4.24,0.105,2.86
6.16,25.9,6.77,140.1,28.6,3.88,0.108,2.69
6.1553125,26.09033505,6.771461268,140.6688785,25.23680607,3.856068592,0.102017493,2.630842141
6.145,26.5242268,6.77556338,140.9010482,22.25216095,3.846477029,0.086588921,2.595351769
6.1346875,26.99600515,6.781883803,141.1076939,20.11643536,3.838646951,0.065492711,2.564685513
6.13,27.3,6.79,141.6,19.3,3.82,0.042507289,2.52
6.212072072,27.39664688,6.807865231,144.9357022,23.08518519,3.741144933,0.021411079,2.455033786
6.394144144,27.4589295,6.839814968,151.9566058,30.11481481,3.585566428,0.005982507,2.370940638
6.58,27.6,6.88,160.4,33.9,3.39,0,2.26
6.74,29,6.94,171.5,12.6,3.1,0.022,2.07
6.51,28.9,6.98,176.3,10.9,2.77,0.022,2.11
5.88,28.7,6.96,185.9,12,2.81,0.001,2.2
5.71,28.3,6.96,180,13.5,2.82,0.004,2.16
5.93,27.7,6.99,162,12.9,2.9,0.027,2.08
6.55,28.4,7.02,157.2,10.9,2.73,0.018,2.11
7.06,29.7,7.08,157.5,11.3,2.75,0.006,2.06
6.51,29.6,7.08,161.1,10.6,2.61,0.015,1.92
5.81,29.2,7.02,161.5,9.9,2.8,0.005,1.93
5.48,29,6.99,161.4,11.9,2.78,0.007,2.03
5.61,28.6,6.99,162.7,12.1,2.61,0.012,2
6.43,29.1,7.05,161.9,11.2,2.59,0.001,1.95
6.95,29.9,7.1,161.7,16.1,2.74,0.007,2.01
6.53,29.6,7.07,161.8,9.5,2.74,0.011,1.9
5.87,29,7.02,162.2,9.7,2.54,0.006,1.92
5.56,28.8,6.99,162.3,12.3,2.31,0.004,1.96
5.65,28.6,6.99,163.8,12.8,2.319023438,0.021,2.06
6.09,29.1,6.99,168.6,9.8,2.3428125,0.018,2.3
7.14,30.2,7.08,165.5,10.2,2.376445313,0.006,2.12
6.76,30.2,7.09,167,10.6,2.415,0.01,2.01
6.02,29.5,7.06,169.5,9.5,2.453554688,0.014,1.93
5.52,29.1,7,169.3,10.2,2.4871875,0.002,1.91
5.72,29.1,7,168.9,11.1,2.510976563,0.002,1.95
6.47,29.7,7.06,168.4,10.1,2.52,0.001,1.87
7.6,30.5,7.18,165,8.7,2.46,0.014,1.81
6.89,30.2,7.13,165.1,10.2,2.2,0.027,1.8
5.94,29.4,7.03,159.9,9.9,2.42,0.009,1.74
5.62,29,6.94,145.4,10.6,2.4,0.002,1.74
5.76,28.6,6.92,141.2,11.6,2.382860577,0.002,1.75
6.75,29,7,138.3,9,2.369807692,0.014,1.64
7.72,30,7.13,137.6,8.4,2.358389423,0.006,1.62
7.22,29.8,7.1,138.4,8.2,2.346153846,0.019,1.59
6.2,29,6.99,138.7,9.2,2.330649038,0.025,1.65
5.68,28.8,6.92,138.4,11.1,2.309423077,0.015,1.68
5.88,28.7,6.92,137.3,11,2.280024038,0.02,1.7
6.62,29,6.87,137.2,9,2.24,0.015,1.63
7.63,29.9,7.06,136.4,9,2.04,0.015,1.62
7.25,30.1,7.05,138.7,8.4,2.19,0.004,1.57
6.48,29.7,6.97,140.1,8.1,2.51,0.009,1.54
5.55,29,6.89,141.7,9.7,2.45,0.004,1.59
5.65,28.8,6.88,141.5,10.4,2.19,0,1.58
6.46,29.7,6.97,146.1,7.7,2.22,0.014,1.54
7.48,30.6,7.1,150.5,7.1,2.39,0.009,1.51
7.09,30.5,7.08,150.1,8.1,2.19,0.014,1.51
6.48,30.3,7.02,153.5,8.4,1.91,0.015,1.55
5.43,29.6,6.9,152.3,8.3,2.12,0.01,1.62
5.43,29.3,6.9,153.1,8.8,1.9,0.016,1.56
6.44,30.1,6.96,145.8,6.8,1.94,0.011,1.5
7.51,31,7.08,146.6,6.8,2.17,0.025,1.46
7.49,31.2,7.16,153.2,8.9,2.87,0.017,1.74
6.21,30.4,7.13,157.7,12,2.36,0.01,1.65
5.41,29.7,7,153.8,9.6,2.61,0.001,1.66
5.56,29.5,7,148.9,10.8,2.01,0.007,1.64
6.6,30.1,7.05,130.1,9.5,1.98,0.005,1.52
7.75,30.9,7.17,117.4,7.6,1.8,0.006,1.36
7.4,31,7.17,133,9.1,2.24,0.025,1.4
6.64,30.7,7.09,139.1,9.8,1.97,0.025,1.44
5.63,30.1,6.98,145.3,12.1,1.98,0.014,1.52
5.63,29.7,6.97,161.2,10.9,2.016678778,0.013,1.6
6.65,30.7,7.04,169.8,8.7,2.089956817,0.02,1.56
7.8,31.8,7.21,190.9,7.3,2.188909327,0.013,1.63
7.25,31.7,7.14,198.8,8.7,2.302611516,0.023,1.76
6.35,31.1,7.01,194,9.2,2.420138596,0.01,1.76
5.31,30.5,6.92,209.6,10.2,2.530565774,0.015,1.84
5.27,29.9,6.92,210.1,9.3,2.622968262,0.027,1.81
6.45,30.7,7,192.9,8,2.686421267,0.027,1.66
7.68,31.6,7.17,193.7,11.9,2.71,0.004,1.66
7.29,31.4,7.14,192.3,8.5,2.33,0.005,1.61
6.38,30.8,7.02,179.9,8.5,2.36,0.003,1.58
5.35,30,6.91,177.1,9.6,2.66,0.017,1.58
5.3,29.5,6.9,182.5,10.2,2.38,0.024,1.62
6.1,29.8,6.97,179.2,8.9,2.26,0.021,1.63
7.21,30.6,7.07,167.2,8.3,2.31,0.013,1.54
7.11,30.4,7.08,168.9,10.3,2.93,0.008,1.58
5.96,29.7,6.98,176.6,9.8,2.69,0.025,1.69
5.17,28.9,6.88,168.8,11.5,2.47,0.011,1.67
4.92,28.6,6.87,185.6,10.6,2.54,0.002,1.77
5.97,29.3,6.95,190.9,8.1,2.789109566,0.001038462,1.862396622
5.96290267,29.51598441,6.9455192,183.6666667,9.168809168,3.233147897,0.000423077,1.950119515
5.938027562,29.65243665,6.932149511,170.2333333,11.504285,3.73061228,9.61538E-05,2.04278265
5.89,29.7,6.91,163,13.8,4.14,0,2.15
5.01,28.8,6.82,165.8,15.6,4.42,0.008,2.29
5.13,28.6,6.85,176.5,13.6,3.83,0.018,2.18
5.84,29.1,6.93,179.7,9.4,3.59,0.242,2.27
6.87,29.8,7.03,175.2,8.4,3.27,0.156,2.04
6.63,29.6,6.22,189,16.02222222,2.96,0.017,1.95
5.73,28.8,6.28,161.9,30.17777778,3.08,0.001,1.84
5.54,28.4,6.31,143.2,37.8,3.07,0.015,1.74
5.65,28.2,6.35,136.5,11.8,2.89,0.028,1.71
6.67,28.9,6.33,133.9,8.5,2.86,0.015,1.65
7.67,29.8,6.27,133.3,7.7,2.99,0,1.6
6.88,29.7,6.37,135.7,9.4,3.22,0.156,1.86
5.58,29,6.39,136.3,8.3,3.24,0.222,1.95
5.19,28.8,6.41,135,9.5,3.6,0.157,1.83
5.43,28.7,6.36,132.7,10.1,2.84,0.028,1.71
6.25,28.8,6.43,131,7.5,2.62,0.008,1.53
7.27,29.3,6.42,129.8,7.2,2.91,0.007,1.48
6.84,29.3,6.43,130.6,9.3,3.24,0.017,1.45
5.99,28.9,6.42,131.9,9.3,2.73,0.028,1.46
5.38,28.6,6.44,133.7,10.5,2.9,0.007,1.51
5.65,28.5,6.45,135.7,10.1,2.62,0.002,1.52
6.79,29.4,6.44,135.4,8.6,2.78,0.014,1.44
8.05,30.4,6.37,130.6,7.1,2.64,0.02,1.37
7.52,30.3,6.38,129.9,8.5,2.68,0.001,1.37
6.21,29.5,6.43,130.7,12.3,2.77,0.016,1.51
5.52,28.9,6.36,130.2,10.3,2.86,0.015,1.553840316
5.74,28.9,6.43,129.6,9.9,2.5,0.014044747,1.589137826
6.8,29.7,6.41,128.8,7.9,2.75,0.013021451,1.616147541
7.46,30.6,6.39,131.9,8.2,2.85,0.011978289,1.635124469
6.76,30.4,6.34,134.1,10.4,2.84,0.010963436,1.646323619
6.08,30.1,6.33,132.5,9.9,3.21,0.01002507,1.65
5.17,29.3,6.32,130.6,10,2.63,0.009211367,1.6
5.08,29,6.36,131.3,10.3,3.11,0.008570503,1.5
6.2,30.3,6.39,131.3,12.3,2.63,0.008150655,1.47
6.6,30.9,6.36,134,7.9,2.77,0.008,1.38
6.75,31,6.38,143.3,8.1,2.71,0.022,1.38
6.47,30.9,6.37,152.8,9,2.79,0.003,1.42
5.12,30.2,6.41,162.8,9.7,2.97,0.002,1.49
4.87,29.7,6.41,164.8,8.8,2.85,0.017,1.43
6.04,30.8,6.38,164.1,7,2.66,0.006,1.38
7.24,31.6,6.45,156.5,6.6,2.63,0.026,1.31
7.01,31.4,6.51,146.7,14.5,3.31,0.023,1.44
6.63,31.2,6.53,144.2,6.7,2.64,0.016,1.36
5.51,30.5,6.59,147.6,5.9,2.65,0.014,1.43
5.16,29.9,6.63,148.2,9.7,2.81,0.001,1.42
6.27,30.9,6.65,142.2,8.3,2.6,0,1.34
7.1,31.8,6.63,137.1,7,2.67,0.002851852,1.26
6.66,31.5,7.11,135.2,8.9,2.740608108,0.008148148,1.28
6.35,31.2,7.08,135.2,9.9,2.78,0.011,1.3
5.51,30.5,6.98,134.1,10.4,2.65,0.005,1.34
5.24,29.8,6.96,137,8.9,2.3,0.082,1.33
6.2,30.6,7.03,133.6,6.8,2.3,0.094,1.29
7.25,31.5,7.17,131.1,7.4,2.55,0.014,1.2
7.2,31.5,7.2,129.5,6.9,2.82,0.017,1.16
6.32,31,7.11,136.4,8.2,2,0.015,1.22
5.21,30.1,6.98,138.3,8.1,2.38,0.018,1.3
5.5053125,30.240625,7.0034375,132.64375,7.887053571,2.333125,0.0170625,1.271875
6.155,30.55,7.055,120.2,7.585714286,2.23,0.015,1.21
6.8046875,30.859375,7.1065625,107.75625,7.316517857,2.126875,0.0129375,1.148125
7.1,31,7.13,102.1,7.2,2.08,0.012,1.12
6.58,30.6,7.08,110.6,9.4,2.32,0.016,1.17
5.4,30,6.94,117.4,8.7,2.2,0.008,1.2
5.2,29.6,6.91,117.7,7.3,2.08,0.016,1.2
6.29,30.6,7.03,116.1,5.9,2.11,0.003,1.15
6.56,31.2,7.06,115.8,5.4,2.14,0.002,1.14
6.34,31.1,7.04,114.5,7.1,2.08,0.01,1.12
6.08,30.7,6.99,108.4,7.6,2.44,0.014,1.14
5.65,30.2,6.93,105.2,8.3,2.29,0.016,1.14
5.33,29.7,6.93,118.3,7.9,2.52,0.002,1.18
6.03,30.4,7.03,130.6,6,2.26,0,1.18
7.19,31.6,7.21,136.9,5.5,2.06,0.006,1.17
6.64,31.2,7.13,133.8,6,2.4,0.01,1.2
